"","r1","r10","r2","r3","r4","r5","r6","r7","r8","r9","s1","s2","s3","s4","s5","s6","cluster"
"1298",4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1299",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"13",13,0,0,0,0,0,0,0,0,0,39,1,37,0,0,0,1
"130",6,0,0,0,0,0,0,0,0,0,35,2,31,2,1,1,1
"1300",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1301",6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,25
"1302",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1303",2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1304",0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,23
"1305",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1306",0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,6
"1307",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1308",0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,3
"1309",10,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,26
"131",7,0,0,0,0,0,0,0,0,0,31,1,27,1,1,1,1
"1310",4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1311",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1312",8,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,16
"1313",6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1314",2,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,4
"1315",2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1316",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1317",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1318",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1319",2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"132",12,0,0,0,0,0,0,0,0,0,32,2,26,1,1,1,1
"1320",4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3
"1321",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1322",0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,27
"1323",4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
"1324",4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1325",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1326",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1327",4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1328",2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
"1329",2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"133",10,0,0,0,0,0,0,0,0,0,36,3,32,2,1,0,1
"1330",6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6
"1331",4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1332",12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1333",4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6
"1334",2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6
"1335",6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1336",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1337",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1338",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1339",0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,13
"134",8,0,0,0,0,0,0,0,0,0,31,3,26,3,2,2,1
"1340",6,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,21
"1341",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1342",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1343",2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1344",8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1345",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1346",8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28
"1347",4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1348",4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1349",4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"135",13,0,0,0,0,0,0,0,0,0,36,3,31,2,2,2,1
"1350",2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1351",4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8
"1352",2,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,13
"1353",2,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"1354",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1355",4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
"1356",4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1357",4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1358",6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3
"1359",6,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,18
"136",13,0,0,0,0,0,0,0,0,0,45,2,35,2,0,0,1
"1360",4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1361",4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1362",2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1363",2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1364",2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1365",4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1366",4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1
"1367",2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
"1368",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1369",2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6
"137",4,0,0,0,0,0,0,0,0,0,36,1,28,0,0,0,1
"1370",10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8
"1371",2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6
"1372",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1373",2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1374",8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,28
"1375",2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,3
"1376",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1377",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1378",2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,4
"1379",4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"138",9,0,0,0,0,0,0,0,0,0,40,2,37,2,1,1,1
"1380",8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1381",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1382",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
"1383",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1384",2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1385",6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1386",2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1387",2,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,13
"1388",2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1389",6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"139",11,0,0,0,0,0,0,0,0,0,48,6,45,4,3,2,1
"1390",0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,6
"1391",2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1392",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1393",4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1394",4,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1395",0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1396",4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"1397",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1398",4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1399",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6
"14",12,0,0,0,0,0,0,0,0,0,20,4,17,4,2,2,1
"140",10,0,0,0,0,0,0,0,0,0,22,0,15,0,0,0,1
"1400",4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1401",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1402",2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
"1403",4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1404",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
"1405",4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,6
"1406",0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1407",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6
"1408",2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1409",2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16
"141",8,0,0,0,0,0,0,0,0,0,32,0,28,0,0,0,1
"1410",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1411",6,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,2
"1412",4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1413",4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1414",4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1415",2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1416",4,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,10
"1417",4,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,13
"1418",4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6
"1419",4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1
"142",10,0,0,0,0,0,0,0,0,0,40,4,33,3,1,1,1
"1420",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1421",4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1422",2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6
"1423",0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,9
"1424",4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1425",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1426",2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1427",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1428",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1429",2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6
"143",4,0,0,0,0,0,0,0,0,0,44,1,41,1,1,0,1
"1430",6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1431",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1432",4,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,29
"1433",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"1434",4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
"1435",8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1436",6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1437",2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1438",6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6
"1439",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1
"144",6,0,0,0,0,0,0,0,0,0,38,0,28,0,0,0,1
"1440",6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1441",0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,4
"1442",8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1443",4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1444",2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1445",4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,22
"1446",0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1447",8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3
"1448",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1449",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"145",10,0,0,0,0,0,0,0,0,0,38,4,32,3,1,0,1
"1450",4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
"1451",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6
"1452",2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1453",4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1454",0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,9
"1455",2,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,8
"1456",4,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1457",4,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,13
"1458",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1459",2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"146",10,0,0,0,0,0,0,0,0,0,55,1,45,1,0,0,1
"1460",2,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,9
"1461",2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1462",2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1463",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3
"1464",6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
"1465",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6
"1466",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1467",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"1468",6,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,30
"1469",2,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"147",13,0,0,0,0,0,0,0,0,0,41,3,34,1,1,1,1
"1470",4,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,31
"1471",0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,5
"1472",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
"1473",2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
"1474",8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1475",4,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,13
"1476",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1477",4,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,1
"1478",8,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,7
"1479",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3
"148",3,0,0,0,0,0,0,0,0,0,33,3,30,3,2,2,1
"1480",6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28
"1481",2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1482",4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1483",6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1484",6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1485",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1486",4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1487",4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1488",6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1489",4,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,29
"149",6,0,0,0,0,0,0,0,0,0,39,8,37,7,5,4,1
"1490",10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,28
"1491",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1492",6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8
"1493",4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1494",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1495",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1496",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1497",0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,6
"1498",8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1499",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,16
"15",9,0,0,0,0,0,0,0,0,0,39,3,36,0,0,0,1
"150",14,0,0,0,0,0,0,0,0,0,35,4,31,3,1,1,1
"1500",4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1501",2,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,13
"1502",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1503",2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1504",2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1505",4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1506",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1507",4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
"1508",2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
"1509",2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
"151",11,0,0,0,0,0,0,0,0,0,35,3,31,3,0,0,1
"1510",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1511",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6
"1512",0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,23
"1513",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1514",2,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,9
"1515",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1516",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1517",0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,4
"1518",2,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1519",6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
"152",8,0,0,0,0,0,0,0,0,0,42,1,33,1,0,0,1
"1520",2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6
"1521",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1522",2,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,8
"1523",2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6
"1524",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
"1525",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1526",6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1527",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1528",2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1529",2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1
"153",4,0,0,0,0,0,0,0,0,0,42,4,40,4,3,2,1
"1530",6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1531",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1532",2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1533",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1534",4,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,6
"1535",2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1536",2,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,13
"1537",2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3
"1538",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1539",0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"154",15,0,0,0,0,0,0,0,0,0,44,2,41,1,0,0,1
"1540",4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1541",2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
"1542",6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1543",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1544",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1545",2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1546",4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1547",6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1548",2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1549",2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"155",8,0,0,0,0,0,0,0,0,0,41,0,37,0,0,0,1
"1550",2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6
"1551",0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1552",2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
"1553",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1554",4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1555",2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1556",4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1557",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1558",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1559",2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
"156",5,0,0,0,0,0,0,0,0,0,40,1,34,1,0,0,1
"1560",2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3
"1561",4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1562",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1563",2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1564",4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5
"1565",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1566",6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1567",4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1568",4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1569",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"157",3,0,0,0,0,0,0,0,0,0,42,5,39,3,2,2,1
"1570",2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1
"1571",2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1572",4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1573",8,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,13
"1574",0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,32
"1575",2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1576",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1577",6,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,7
"1578",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1579",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"158",6,0,0,0,0,0,0,0,0,0,40,4,38,3,0,0,1
"1580",6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6
"1581",4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1582",2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"1583",6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1584",4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
"1585",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6
"1586",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1587",2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
"1588",4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1589",2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"159",8,0,0,0,0,0,0,0,0,0,31,1,29,1,0,0,1
"1590",8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3
"1591",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1592",0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3
"1593",6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1594",6,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,11
"1595",2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1596",6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"1597",6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
"1598",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
