"","r1","r10","r2","r3","r4","r5","r6","r7","r8","r9","s1","s2","s3","s4","s5","s6","cluster"
"1599",8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"16",5,0,0,0,0,0,0,0,0,0,35,0,34,0,0,0,1
"160",10,0,0,0,0,0,0,0,0,0,42,1,40,1,1,1,1
"1600",4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1601",0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,10
"1602",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1603",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1604",6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1605",2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1606",0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1607",2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1608",2,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,10
"1609",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6
"161",10,0,0,0,0,0,0,0,0,0,36,5,32,2,0,0,1
"1610",6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1611",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1612",2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3
"1613",2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3
"1614",6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1615",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1616",4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1617",8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8
"1618",0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"1619",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"162",13,0,0,0,0,0,0,0,0,0,26,2,24,2,2,1,1
"1620",2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1621",6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1
"1622",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1623",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1624",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1625",2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28
"1626",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1627",12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1628",2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"1629",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"163",6,0,0,0,0,0,0,0,0,0,41,4,40,3,1,1,1
"1630",4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1631",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1632",0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,32
"1633",2,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,33
"1634",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1635",6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1636",6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6
"1637",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1638",2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1639",4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"164",9,0,0,0,0,0,0,0,0,0,35,4,32,3,2,2,1
"1640",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1641",2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1642",2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1
"1643",6,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1644",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"1645",2,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,33
"1646",8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1647",6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1648",8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6
"1649",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"165",10,0,0,0,0,0,0,0,0,0,52,6,43,5,3,3,1
"1650",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1651",4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1652",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1653",8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1654",2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1655",4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8
"1656",4,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,4
"1657",6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1658",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3
"1659",4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"166",6,0,0,0,0,0,0,0,0,0,38,1,31,1,1,0,1
"1660",2,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3
"1661",2,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1662",4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1663",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1664",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1
"1665",6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1666",4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,7
"1667",4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6
"1668",2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2
"1669",2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"167",7,0,0,0,0,0,0,0,0,0,40,6,36,3,1,1,1
"1670",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,16
"1671",4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
"1672",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1673",10,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6
"1674",2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1675",0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3
"1676",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3
"1677",8,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,11
"1678",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1679",2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6
"168",7,0,0,0,0,0,0,0,0,0,30,0,27,0,0,0,1
"1680",2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1681",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1682",4,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,2
"1683",0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3
"1684",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1685",6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1686",0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1687",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1688",4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6
"1689",2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"169",6,0,0,0,0,0,0,0,0,0,40,3,33,3,1,0,1
"1690",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1691",4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1692",2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1693",4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,16
"1694",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1695",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1696",6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1697",2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
"1698",2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1699",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"17",11,0,0,0,0,0,0,0,0,0,38,1,33,1,0,0,1
"170",9,0,0,0,0,0,0,0,0,0,36,1,29,0,0,0,1
"1700",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1701",12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1702",4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1703",0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,3
"1704",2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1705",0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,3
"1706",2,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,7
"1707",6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1708",6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8
"1709",4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"171",9,0,0,0,0,0,0,0,0,0,42,2,39,1,1,1,1
"1710",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1711",2,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,13
"1712",4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8
"1713",6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1714",2,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,4
"1715",6,0,14,0,0,0,8,0,0,0,0,0,0,0,0,0,34
"1716",0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,9
"1717",4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1718",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1719",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"172",5,0,0,0,0,0,0,0,0,0,46,1,39,1,0,0,1
"1720",2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1721",2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,7
"1722",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1723",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1724",2,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1725",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
"1726",6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1727",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1
"1728",0,0,18,0,0,0,8,0,0,0,0,0,0,0,0,0,27
"1729",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1
"173",16,0,0,0,0,0,0,0,0,0,29,1,24,1,1,1,1
"1730",2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1731",4,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,5
"1732",2,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1733",2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5
"1734",2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1735",6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1736",2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1737",2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
"1738",6,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,13
"1739",8,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,5
"174",9,0,0,0,0,0,0,0,0,0,35,1,29,0,0,0,1
"1740",2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1741",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1742",4,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,1
"1743",2,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,3
"1744",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1745",2,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,13
"1746",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1747",4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1748",4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1749",8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"175",8,0,0,0,0,0,0,0,0,0,35,4,33,2,1,1,1
"1750",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1751",0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,27
"1752",4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,15
"1753",2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"1754",2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1755",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
"1756",6,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,4
"1757",0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,27
"1758",4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1759",4,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,1
"176",10,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0,1
"1760",2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1761",0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1762",2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6
"1763",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1764",4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1765",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1766",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1767",2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1768",4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1769",6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"177",10,0,0,0,0,0,0,0,0,0,24,5,24,4,2,2,1
"1770",4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1771",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1772",4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1773",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1774",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1775",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1776",0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,13
"1777",2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3
"1778",4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1779",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"178",9,0,0,0,0,0,0,0,0,0,45,4,41,3,3,2,1
"1780",2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1
"1781",4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1782",2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1783",4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"1784",2,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,3
"1785",2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"1786",4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1787",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1788",2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,5
"1789",4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"179",5,0,0,0,0,0,0,0,0,0,42,2,38,1,1,1,1
"1790",4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1791",4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1792",2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1793",2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1
"1794",0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,9
"1795",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6
"1796",2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
"1797",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1798",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1799",2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"18",9,0,0,0,0,0,0,0,0,0,32,3,31,2,2,2,1
"180",4,0,0,0,0,0,0,0,0,0,35,3,35,3,1,1,1
"1800",4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1801",2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3
"1802",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1803",4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1804",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1805",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1806",4,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,17
"1807",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1
"1808",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1809",0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,14
"181",12,0,0,0,0,0,0,0,0,0,27,2,24,1,1,0,1
"1810",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1811",2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1812",8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8
"1813",6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"1814",8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1815",8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8
"1816",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1817",2,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,28
"1818",0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,13
"1819",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"182",13,0,0,0,0,0,0,0,0,0,36,2,31,2,1,1,1
"1820",2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1821",6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1822",4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6
"1823",2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16
"1824",4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1825",4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1
"1826",2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1827",6,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,13
"1828",0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1829",4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6
"183",3,0,0,0,0,0,0,0,0,0,39,1,33,1,0,0,1
"1830",2,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,23
"1831",4,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1832",6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1833",8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3
"1834",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6
"1835",2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1836",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1837",0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,3
"1838",2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6
"1839",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"184",10,0,0,0,0,0,0,0,0,0,43,2,37,1,0,0,1
"1840",2,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1841",4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1
"1842",4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1843",6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1844",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6
"1845",2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
"1846",4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3
"1847",4,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,4
"1848",4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1849",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"185",8,0,0,0,0,0,0,0,0,0,34,1,31,1,1,1,1
"1850",6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1851",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1852",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1853",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1854",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1855",6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1856",2,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,13
"1857",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6
"1858",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
"1859",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"186",8,0,0,0,0,0,0,0,0,0,31,2,28,1,0,0,1
"1860",0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,9
"1861",2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1862",4,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"1863",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1864",4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1865",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1866",2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1867",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3
"1868",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3
"1869",2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6
"187",6,0,0,0,0,0,0,0,0,0,44,3,39,2,0,0,1
"1870",4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1
"1871",4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3
"1872",2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1873",6,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1
"1874",2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6
"1875",4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3
"1876",2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3
"1877",4,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,16
"1878",4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1879",4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"188",13,0,0,0,0,0,0,0,0,0,43,3,40,2,1,0,1
"1880",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1881",2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6
"1882",6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1883",2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1884",4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3
"1885",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1886",8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3
"1887",2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1888",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,16
"1889",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"189",11,0,0,0,0,0,0,0,0,0,31,3,26,3,2,2,1
"1890",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1891",6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1892",2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1893",0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
"1894",4,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,13
"1895",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1896",2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3
"1897",4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1898",2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1899",2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"19",7,0,0,0,0,0,0,0,0,0,34,2,30,1,1,1,1
