"","r1","r10","r2","r3","r4","r5","r6","r7","r8","r9","s1","s2","s3","s4","s5","s6","cluster"
"699",9,0,0,0,0,0,0,0,0,0,36,1,28,0,0,0,1
"7",12,0,0,0,0,0,0,0,0,0,50,2,43,1,1,1,1
"70",7,0,0,0,0,0,0,0,0,0,30,1,26,1,1,0,1
"700",8,0,0,0,0,0,0,0,0,0,36,0,31,0,0,0,1
"701",10,0,0,0,0,0,0,0,0,0,41,2,37,0,0,0,1
"702",10,0,0,0,0,0,0,0,0,0,37,2,32,1,0,0,1
"703",6,0,0,0,0,0,0,0,0,0,34,3,32,1,1,1,1
"704",7,0,0,0,0,0,0,0,0,0,34,1,31,0,0,0,1
"705",15,0,0,0,0,0,0,0,0,0,43,2,37,1,0,0,1
"706",15,0,0,0,0,0,0,0,0,0,42,4,37,4,4,4,1
"707",10,0,0,0,0,0,0,0,0,0,40,2,35,2,1,1,1
"708",9,0,0,0,0,0,0,0,0,0,36,1,34,0,0,0,1
"709",11,0,0,0,0,0,0,0,0,0,29,1,26,1,1,1,1
"71",7,0,0,0,0,0,0,0,0,0,38,3,31,3,1,0,1
"710",9,0,0,0,0,0,0,0,0,0,38,3,37,3,0,0,1
"711",7,0,0,0,0,0,0,0,0,0,28,2,25,2,1,0,1
"712",12,0,0,0,0,0,0,0,0,0,34,2,30,1,1,0,1
"713",5,0,0,0,0,0,0,0,0,0,32,2,29,0,0,0,1
"714",12,0,0,0,0,0,0,0,0,0,33,1,32,1,0,0,1
"715",7,0,0,0,0,0,0,0,0,0,38,3,33,3,2,1,1
"716",14,0,0,0,0,0,0,0,0,0,36,1,33,1,1,0,1
"717",9,0,0,0,0,0,0,0,0,0,34,3,30,3,2,1,1
"718",6,0,0,0,0,0,0,0,0,0,34,2,32,0,0,0,1
"719",9,0,0,0,0,0,0,0,0,0,39,0,36,0,0,0,1
"72",8,0,0,0,0,0,0,0,0,0,44,1,38,0,0,0,1
"720",9,0,0,0,0,0,0,0,0,0,43,4,43,2,1,0,1
"721",6,0,0,0,0,0,0,0,0,0,31,1,26,1,0,0,1
"722",8,0,0,0,0,0,0,0,0,0,27,2,20,2,2,2,1
"723",10,0,0,0,0,0,0,0,0,0,46,4,42,2,0,0,1
"724",18,0,0,0,0,0,0,0,0,0,39,6,35,5,3,3,1
"725",20,0,0,0,0,0,0,0,0,0,38,2,32,2,1,0,1
"726",15,0,0,0,0,0,0,0,0,0,47,4,45,3,1,1,1
"727",10,0,0,0,0,0,0,0,0,0,37,4,33,4,3,3,1
"728",10,0,0,0,0,0,0,0,0,0,40,3,35,2,1,1,1
"729",8,0,0,0,0,0,0,0,0,0,43,4,39,3,3,3,1
"73",1,0,0,0,0,0,0,0,0,0,47,4,40,0,0,0,1
"730",12,0,0,0,0,0,0,0,0,0,25,1,21,0,0,0,1
"731",11,0,0,0,0,0,0,0,0,0,44,3,39,2,1,1,1
"732",17,0,0,0,0,0,0,0,0,0,31,1,28,0,0,0,1
"733",5,0,0,0,0,0,0,0,0,0,37,2,32,2,1,1,1
"734",8,0,0,0,0,0,0,0,0,0,38,2,34,0,0,0,1
"735",10,0,0,0,0,0,0,0,0,0,32,2,28,1,0,0,1
"736",7,0,0,0,0,0,0,0,0,0,36,2,33,2,0,0,1
"737",6,0,0,0,0,0,0,0,0,0,32,2,31,2,2,2,1
"738",5,0,0,0,0,0,0,0,0,0,37,4,32,4,2,2,1
"739",13,0,0,0,0,0,0,0,0,0,41,2,36,2,0,0,1
"74",10,0,0,0,0,0,0,0,0,0,21,0,18,0,0,0,1
"740",10,0,0,0,0,0,0,0,0,0,37,2,33,1,1,0,1
"741",12,0,0,0,0,0,0,0,0,0,38,3,38,3,2,0,1
"742",11,0,0,0,0,0,0,0,0,0,27,1,26,1,1,0,1
"743",8,0,0,0,0,0,0,0,0,0,33,4,26,3,2,2,1
"744",8,0,0,0,0,0,0,0,0,0,46,5,41,3,1,1,1
"745",8,0,0,0,0,0,0,0,0,0,33,2,26,2,2,1,1
"746",9,0,0,0,0,0,0,0,0,0,43,1,37,1,0,0,1
"747",4,0,0,0,0,0,0,0,0,0,32,3,27,2,0,0,1
"748",11,0,0,0,0,0,0,0,0,0,34,3,30,3,2,1,1
"749",13,0,0,0,0,0,0,0,0,0,35,4,29,4,2,2,1
"75",13,0,0,0,0,0,0,0,0,0,43,4,38,1,1,1,1
"750",6,0,0,0,0,0,0,0,0,0,37,2,33,2,0,0,1
"751",11,0,0,0,0,0,0,0,0,0,37,0,31,0,0,0,1
"752",10,0,0,0,0,0,0,0,0,0,40,3,33,3,2,2,1
"753",8,0,0,0,0,0,0,0,0,0,34,0,28,0,0,0,1
"754",8,0,0,0,0,0,0,0,0,0,32,0,26,0,0,0,1
"755",8,0,0,0,0,0,0,0,0,0,39,2,36,2,2,1,1
"756",5,0,0,0,0,0,0,0,0,0,45,4,41,4,3,3,1
"757",13,0,0,0,0,0,0,0,0,0,43,2,35,1,0,0,1
"758",8,0,0,0,0,0,0,0,0,0,33,1,30,1,1,1,1
"759",13,0,0,0,0,0,0,0,0,0,46,6,40,2,1,1,1
"76",8,0,0,0,0,0,0,0,0,0,37,4,33,4,2,2,1
"760",15,0,0,0,0,0,0,0,0,0,38,3,37,3,2,1,1
"761",12,0,0,0,0,0,0,0,0,0,31,3,26,2,0,0,1
"762",13,0,0,0,0,0,0,0,0,0,46,4,42,4,1,1,1
"763",15,0,0,0,0,0,0,0,0,0,43,4,41,2,0,0,1
"764",15,0,0,0,0,0,0,0,0,0,27,1,24,0,0,0,1
"765",5,0,0,0,0,0,0,0,0,0,30,1,27,1,1,1,1
"766",12,0,0,0,0,0,0,0,0,0,34,2,29,1,0,0,1
"767",8,0,0,0,0,0,0,0,0,0,47,2,43,1,1,1,1
"768",8,0,0,0,0,0,0,0,0,0,40,2,34,1,1,1,1
"769",9,0,0,0,0,0,0,0,0,0,32,5,30,1,1,1,1
"77",10,0,0,0,0,0,0,0,0,0,39,0,32,0,0,0,1
"770",7,0,0,0,0,0,0,0,0,0,37,2,32,2,1,1,1
"771",7,0,0,0,0,0,0,0,0,0,39,6,31,4,2,2,1
"772",16,0,0,0,0,0,0,0,0,0,47,3,43,3,1,1,1
"773",13,0,0,0,0,0,0,0,0,0,34,1,33,0,0,0,1
"774",10,0,0,0,0,0,0,0,0,0,31,0,29,0,0,0,1
"775",7,0,0,0,0,0,0,0,0,0,37,4,31,4,4,3,1
"776",10,0,0,0,0,0,0,0,0,0,41,1,37,0,0,0,1
"777",4,0,0,0,0,0,0,0,0,0,39,2,36,2,1,1,1
"778",6,0,0,0,0,0,0,0,0,0,40,1,35,1,0,0,1
"779",7,0,0,0,0,0,0,0,0,0,31,2,28,1,0,0,1
"78",6,0,0,0,0,0,0,0,0,0,34,4,28,4,2,2,1
"780",6,0,0,0,0,0,0,0,0,0,26,3,25,2,1,1,1
"781",8,0,0,0,0,0,0,0,0,0,44,2,37,2,1,0,1
"782",14,0,0,0,0,0,0,0,0,0,38,1,35,1,0,0,1
"783",6,0,0,0,0,0,0,0,0,0,35,2,30,2,0,0,1
"784",8,0,0,0,0,0,0,0,0,0,28,0,26,0,0,0,1
"785",8,0,0,0,0,0,0,0,0,0,47,3,42,3,2,2,1
"786",9,0,0,0,0,0,0,0,0,0,38,2,33,2,1,1,1
"787",7,0,0,0,0,0,0,0,0,0,45,4,38,4,0,0,1
"788",7,0,0,0,0,0,0,0,0,0,46,2,42,2,1,1,1
"789",9,0,0,0,0,0,0,0,0,0,37,1,33,1,1,0,1
"79",15,0,0,0,0,0,0,0,0,0,29,1,28,1,0,0,13
"790",14,0,0,0,0,0,0,0,0,0,31,3,26,3,3,3,1
"791",11,0,0,0,0,0,0,0,0,0,36,1,32,1,0,0,1
"792",14,0,0,0,0,0,0,0,0,0,40,3,36,2,2,2,1
"793",8,0,0,0,0,0,0,0,0,0,27,1,26,1,0,0,1
"794",14,0,0,0,0,0,0,0,0,0,38,3,32,2,0,0,1
"795",11,0,0,0,0,0,0,0,0,0,34,1,28,1,1,0,1
"796",10,0,0,0,0,0,0,0,0,0,38,5,34,3,0,0,1
"797",9,0,0,0,0,0,0,0,0,0,38,1,35,1,0,0,1
"798",10,0,0,0,0,0,0,0,0,0,23,0,21,0,0,0,1
"799",9,0,0,0,0,0,0,0,0,0,38,2,33,1,1,1,1
"8",9,0,0,0,0,0,0,0,0,0,34,1,33,1,1,1,1
"80",7,0,0,0,0,0,0,0,0,0,38,1,35,1,1,1,1
"800",10,0,0,0,0,0,0,0,0,0,29,7,29,4,2,2,1
"801",16,0,0,0,0,0,0,0,0,0,32,1,29,1,1,1,1
"802",8,0,0,0,0,0,0,0,0,0,37,3,33,2,0,0,1
"803",13,0,0,0,0,0,0,0,0,0,41,3,35,3,1,1,1
"804",6,0,0,0,0,0,0,0,0,0,25,2,21,2,2,2,1
"805",11,0,0,0,0,0,0,0,0,0,33,1,31,0,0,0,1
"806",7,0,0,0,0,0,0,0,0,0,36,3,30,2,1,1,1
"807",8,0,0,0,0,0,0,0,0,0,35,3,33,3,1,1,1
"808",10,0,0,0,0,0,0,0,0,0,34,0,27,0,0,0,1
"809",12,0,0,0,0,0,0,0,0,0,36,2,31,2,1,1,1
"81",6,0,0,0,0,0,0,0,0,0,30,2,28,1,1,1,1
"810",4,0,0,0,0,0,0,0,0,0,35,3,31,2,1,1,1
"811",7,0,0,0,0,0,0,0,0,0,32,1,29,0,0,0,1
"812",8,0,0,0,0,0,0,0,0,0,47,1,45,0,0,0,1
"813",5,0,0,0,0,0,0,0,0,0,33,2,29,1,0,0,1
"814",8,0,0,0,0,0,0,0,0,0,26,2,25,2,0,0,1
"815",7,0,0,0,0,0,0,0,0,0,38,1,34,1,0,0,1
"816",8,0,0,0,0,0,0,0,0,0,31,2,29,2,0,0,1
"817",9,0,0,0,0,0,0,0,0,0,30,2,23,1,0,0,1
"818",7,0,0,0,0,0,0,0,0,0,39,1,34,0,0,0,1
"819",12,0,0,0,0,0,0,0,0,0,33,4,27,4,0,0,1
"82",9,0,0,0,0,0,0,0,0,0,33,5,31,5,3,2,1
"820",6,0,0,0,0,0,0,0,0,0,42,2,38,2,0,0,1
"821",7,0,0,0,0,0,0,0,0,0,25,3,22,2,1,0,1
"822",11,0,0,0,0,0,0,0,0,0,45,1,38,1,1,1,1
"823",11,0,0,0,0,0,0,0,0,0,33,1,29,1,1,1,1
"824",12,0,0,0,0,0,0,0,0,0,47,5,41,5,3,2,1
"825",11,0,0,0,0,0,0,0,0,0,35,3,30,2,2,2,1
"826",9,0,0,0,0,0,0,0,0,0,33,1,31,1,0,0,1
"827",8,0,0,0,0,0,0,0,0,0,34,2,28,2,2,2,1
"828",11,0,0,0,0,0,0,0,0,0,35,3,32,2,1,1,1
"829",7,0,0,0,0,0,0,0,0,0,27,2,23,2,0,0,1
"83",10,0,0,0,0,0,0,0,0,0,25,2,20,2,0,0,1
"830",9,0,0,0,0,0,0,0,0,0,37,2,33,2,2,2,1
"831",11,0,0,0,0,0,0,0,0,0,46,3,37,3,2,1,1
"832",10,0,0,0,0,0,0,0,0,0,41,1,37,0,0,0,1
"833",10,0,0,0,0,0,0,0,0,0,43,7,41,5,2,1,1
"834",11,0,0,0,0,0,0,0,0,0,52,4,48,4,2,1,1
"835",6,0,0,0,0,0,0,0,0,0,41,2,33,2,1,1,1
"836",10,0,0,0,0,0,0,0,0,0,34,0,31,0,0,0,1
"837",8,0,0,0,0,0,0,0,0,0,40,4,37,2,0,0,1
"838",9,0,0,0,0,0,0,0,0,0,39,4,37,4,1,1,1
"839",11,0,0,0,0,0,0,0,0,0,57,0,50,0,0,0,1
"84",9,0,0,0,0,0,0,0,0,0,34,3,31,3,2,2,1
"840",8,0,0,0,0,0,0,0,0,0,42,0,38,0,0,0,1
"841",3,0,0,0,0,0,0,0,0,0,34,3,32,1,0,0,1
"842",11,0,0,0,0,0,0,0,0,0,19,0,16,0,0,0,1
"843",13,0,0,0,0,0,0,0,0,0,45,2,43,2,1,1,1
"844",8,0,0,0,0,0,0,0,0,0,46,6,35,5,4,4,1
"845",13,0,0,0,0,0,0,0,0,0,32,2,26,2,0,0,1
"846",5,0,0,0,0,0,0,0,0,0,29,2,27,2,1,1,1
"847",13,0,0,0,0,0,0,0,0,0,47,4,41,2,1,1,1
"848",8,0,0,0,0,0,0,0,0,0,36,4,32,3,2,1,1
"849",12,0,0,0,0,0,0,0,0,0,48,5,44,3,2,1,1
"85",15,0,0,0,0,0,0,0,0,0,32,1,30,1,1,1,1
"850",13,0,0,0,0,0,0,0,0,0,27,2,22,1,1,1,1
"851",8,0,0,0,0,0,0,0,0,0,35,3,29,1,1,1,1
"852",9,0,0,0,0,0,0,0,0,0,37,2,32,1,0,0,1
"853",10,0,0,0,0,0,0,0,0,0,51,2,44,1,0,0,1
"854",7,0,0,0,0,0,0,0,0,0,38,2,34,2,1,0,1
"855",7,0,0,0,0,0,0,0,0,0,45,6,38,3,1,1,1
"856",11,0,0,0,0,0,0,0,0,0,41,2,34,2,2,2,1
"857",11,0,0,0,0,0,0,0,0,0,41,4,39,3,1,1,1
"858",10,0,0,0,0,0,0,0,0,0,38,2,31,1,1,1,1
"859",7,0,0,0,0,0,0,0,0,0,42,1,41,1,0,0,1
"86",9,0,0,0,0,0,0,0,0,0,36,4,33,4,1,1,1
"860",12,0,0,0,0,0,0,0,0,0,38,0,32,0,0,0,1
"861",8,0,0,0,0,0,0,0,0,0,38,4,35,4,2,2,1
"862",10,0,0,0,0,0,0,0,0,0,34,0,25,0,0,0,1
"863",10,0,0,0,0,0,0,0,0,0,41,1,35,1,1,0,1
"864",5,0,0,0,0,0,0,0,0,0,34,1,31,1,0,0,1
"865",6,0,0,0,0,0,0,0,0,0,43,2,35,1,0,0,1
"866",7,0,0,0,0,0,0,0,0,0,28,2,26,2,2,2,1
"867",13,0,0,0,0,0,0,0,0,0,52,1,49,1,1,1,1
"868",8,0,0,0,0,0,0,0,0,0,50,2,45,2,2,2,1
"869",9,0,0,0,0,0,0,0,0,0,37,2,35,2,1,1,1
"87",12,0,0,0,0,0,0,0,0,0,32,0,29,0,0,0,1
"870",7,0,0,0,0,0,0,0,0,0,37,2,32,1,0,0,1
"871",6,0,0,0,0,0,0,0,0,0,35,0,31,0,0,0,1
"872",9,0,0,0,0,0,0,0,0,0,40,0,34,0,0,0,1
"873",18,0,0,0,0,0,0,0,0,0,49,5,48,5,2,2,1
"874",11,0,0,0,0,0,0,0,0,0,40,3,36,3,1,1,1
"875",12,0,0,0,0,0,0,0,0,0,37,3,32,2,0,0,1
"876",9,0,0,0,0,0,0,0,0,0,43,2,38,2,1,1,1
"877",11,0,0,0,0,0,0,0,0,0,32,0,31,0,0,0,1
"878",11,0,0,0,0,0,0,0,0,0,39,2,32,1,0,0,1
"879",14,0,0,0,0,0,0,0,0,0,40,4,38,4,4,3,1
"88",5,0,0,0,0,0,0,0,0,0,35,2,31,2,1,1,1
"880",6,0,0,0,0,0,0,0,0,0,19,1,18,1,0,0,1
"881",5,0,0,0,0,0,0,0,0,0,34,2,28,2,0,0,1
"882",11,0,0,0,0,0,0,0,0,0,42,4,36,4,1,1,1
"883",8,0,0,0,0,0,0,0,0,0,28,2,27,0,0,0,1
"884",10,0,0,0,0,0,0,0,0,0,40,4,36,3,2,2,1
"885",10,0,0,0,0,0,0,0,0,0,43,3,40,3,0,0,1
"886",10,0,0,0,0,0,0,0,0,0,40,6,36,2,2,2,1
"887",7,0,0,0,0,0,0,0,0,0,41,2,39,2,1,0,1
"888",8,0,0,0,0,0,0,0,0,0,31,2,26,2,2,2,1
"889",5,0,0,0,0,0,0,0,0,0,36,1,32,1,0,0,1
"89",8,0,0,0,0,0,0,0,0,0,34,3,29,3,2,1,1
"890",13,0,0,0,0,0,0,0,0,0,42,0,34,0,0,0,1
"891",7,0,0,0,0,0,0,0,0,0,43,3,41,3,3,2,1
"892",8,0,0,0,0,0,0,0,0,0,38,1,34,1,1,1,1
"893",4,0,0,0,0,0,0,0,0,0,37,1,34,0,0,0,1
"894",8,0,0,0,0,0,0,0,0,0,44,0,37,0,0,0,1
"895",6,0,0,0,0,0,0,0,0,0,41,4,37,4,2,1,1
"896",9,0,0,0,0,0,0,0,0,0,25,0,22,0,0,0,1
"897",12,0,0,0,0,0,0,0,0,0,41,1,40,0,0,0,1
"898",5,0,0,0,0,0,0,0,0,0,40,4,36,3,2,1,1
"899",8,0,0,0,0,0,0,0,0,0,32,1,25,1,0,0,1
"9",5,0,0,0,0,0,0,0,0,0,39,1,33,1,0,0,1
"90",11,0,0,0,0,0,0,0,0,0,36,3,33,1,1,1,1
"900",14,0,0,0,0,0,0,0,0,0,43,4,41,2,0,0,1
"901",12,0,0,0,0,0,0,0,0,0,48,3,45,1,0,0,1
"902",11,0,0,0,0,0,0,0,0,0,37,0,34,0,0,0,1
"903",8,0,0,0,0,0,0,0,0,0,39,0,35,0,0,0,1
"904",5,0,0,0,0,0,0,0,0,0,46,3,42,2,0,0,1
"905",7,0,0,0,0,0,0,0,0,0,32,1,24,1,0,0,1
"906",10,0,0,0,0,0,0,0,0,0,37,4,36,3,1,1,1
"907",13,0,0,0,0,0,0,0,0,0,44,6,41,6,3,2,1
"908",7,0,0,0,0,0,0,0,0,0,33,2,26,1,0,0,1
"909",9,0,0,0,0,0,0,0,0,0,33,5,32,4,2,2,1
"91",7,0,0,0,0,0,0,0,0,0,31,1,27,1,1,1,1
"910",10,0,0,0,0,0,0,0,0,0,48,1,42,1,0,0,1
"911",7,0,0,0,0,0,0,0,0,0,27,1,24,1,0,0,1
"912",11,0,0,0,0,0,0,0,0,0,35,3,33,3,1,1,1
"913",13,0,0,0,0,0,0,0,0,0,33,4,32,3,2,1,1
"914",10,0,0,0,0,0,0,0,0,0,32,2,29,0,0,0,1
"915",4,0,0,0,0,0,0,0,0,0,34,1,25,1,1,1,1
"916",8,0,0,0,0,0,0,0,0,0,40,3,36,2,1,0,1
"917",4,0,0,0,0,0,0,0,0,0,35,2,32,2,0,0,1
"918",9,0,0,0,0,0,0,0,0,0,26,0,24,0,0,0,1
"919",11,0,0,0,0,0,0,0,0,0,38,2,33,2,1,1,1
"92",10,0,0,0,0,0,0,0,0,0,42,3,38,3,1,1,1
"920",9,0,0,0,0,0,0,0,0,0,33,1,30,0,0,0,1
"921",5,0,0,0,0,0,0,0,0,0,38,2,33,2,1,1,1
"922",6,0,0,0,0,0,0,0,0,0,46,3,38,2,0,0,1
"923",10,0,0,0,0,0,0,0,0,0,38,2,35,1,0,0,1
"924",6,0,0,0,0,0,0,0,0,0,34,5,28,3,2,2,1
"925",8,0,0,0,0,0,0,0,0,0,36,1,35,1,1,0,1
"926",11,0,0,0,0,0,0,0,0,0,35,0,33,0,0,0,1
"927",17,0,0,0,0,0,0,0,0,0,48,3,44,3,2,1,1
"928",12,0,0,0,0,0,0,0,0,0,35,5,31,3,3,2,1
"929",12,0,0,0,0,0,0,0,0,0,39,2,32,1,0,0,1
"93",4,0,0,0,0,0,0,0,0,0,35,1,31,1,0,0,1
"930",11,0,0,0,0,0,0,0,0,0,25,1,20,1,1,0,1
"931",6,0,0,0,0,0,0,0,0,0,36,4,33,3,2,1,1
"932",9,0,0,0,0,0,0,0,0,0,35,0,30,0,0,0,1
"933",9,0,0,0,0,0,0,0,0,0,43,3,41,3,0,0,1
"934",10,0,0,0,0,0,0,0,0,0,42,4,38,4,0,0,1
"935",13,0,0,0,0,0,0,0,0,0,38,2,36,1,0,0,1
"936",12,0,0,0,0,0,0,0,0,0,39,5,36,4,4,4,1
"937",16,0,0,0,0,0,0,0,0,0,43,5,38,4,2,2,10
"938",9,0,0,0,0,0,0,0,0,0,39,4,38,2,2,1,1
"939",8,0,0,0,0,0,0,0,0,0,30,1,27,0,0,0,1
"94",13,0,0,0,0,0,0,0,0,0,33,4,32,3,1,1,1
"940",6,0,0,0,0,0,0,0,0,0,33,3,30,3,2,2,1
"941",10,0,0,0,0,0,0,0,0,0,32,2,28,1,1,1,1
"942",11,0,0,0,0,0,0,0,0,0,44,4,42,3,0,0,1
"943",7,0,0,0,0,0,0,0,0,0,34,1,26,1,1,1,1
"944",10,0,0,0,0,0,0,0,0,0,31,4,28,2,2,2,1
"945",11,0,0,0,0,0,0,0,0,0,27,3,26,2,2,1,1
"946",13,0,0,0,0,0,0,0,0,0,33,0,29,0,0,0,1
"947",14,0,0,0,0,0,0,0,0,0,40,1,34,1,1,1,1
"948",10,0,0,0,0,0,0,0,0,0,43,3,37,1,1,0,1
"949",11,0,0,0,0,0,0,0,0,0,34,1,30,1,0,0,1
"95",9,0,0,0,0,0,0,0,0,0,38,1,35,1,1,1,1
"950",8,0,0,0,0,0,0,0,0,0,38,3,33,3,0,0,1
"951",8,0,0,0,0,0,0,0,0,0,40,4,37,2,1,1,1
"952",11,0,0,0,0,0,0,0,0,0,32,3,27,2,1,1,1
"953",7,0,0,0,0,0,0,0,0,0,40,2,36,1,1,1,1
"954",10,0,0,0,0,0,0,0,0,0,50,2,46,1,1,1,1
"955",10,0,0,0,0,0,0,0,0,0,30,3,26,2,2,2,1
"956",12,0,0,0,0,0,0,0,0,0,39,3,36,0,0,0,1
"957",6,0,0,0,0,0,0,0,0,0,32,2,26,2,1,1,1
"958",3,0,0,0,0,0,0,0,0,0,36,1,31,1,0,0,1
"959",10,0,0,0,0,0,0,0,0,0,39,5,34,3,1,1,1
"96",6,0,0,0,0,0,0,0,0,0,40,1,35,1,0,0,1
"960",15,0,0,0,0,0,0,0,0,0,34,0,29,0,0,0,1
"961",12,0,0,0,0,0,0,0,0,0,35,2,30,1,0,0,1
"962",12,0,0,0,0,0,0,0,0,0,39,1,34,1,0,0,1
"963",7,0,0,0,0,0,0,0,0,0,35,2,31,1,0,0,1
"964",7,0,0,0,0,0,0,0,0,0,36,3,32,3,2,2,1
"965",18,0,0,0,0,0,0,0,0,0,30,4,28,3,0,0,3
"966",6,0,0,0,0,0,0,0,0,0,32,4,31,3,0,0,1
"967",6,0,0,0,0,0,0,0,0,0,32,2,29,0,0,0,1
"968",14,0,0,0,0,0,0,0,0,0,32,3,27,2,2,2,1
"969",7,0,0,0,0,0,0,0,0,0,36,1,31,1,0,0,1
"97",3,0,0,0,0,0,0,0,0,0,26,1,23,1,1,1,1
"970",9,0,0,0,0,0,0,0,0,0,42,2,38,2,1,1,1
"971",6,0,0,0,0,0,0,0,0,0,34,2,30,2,1,0,1
"972",14,0,0,0,0,0,0,0,0,0,47,8,40,6,4,4,1
"973",6,0,0,0,0,0,0,0,0,0,31,4,24,2,1,1,1
"974",9,0,0,0,0,0,0,0,0,0,36,2,33,2,2,2,1
"975",6,0,0,0,0,0,0,0,0,0,35,1,31,1,0,0,1
"976",9,0,0,0,0,0,0,0,0,0,30,1,24,1,1,1,1
"977",4,0,0,0,0,0,0,0,0,0,40,2,31,1,0,0,1
"978",12,0,0,0,0,0,0,0,0,0,29,4,25,3,3,2,1
"979",7,0,0,0,0,0,0,0,0,0,36,0,33,0,0,0,1
"98",7,0,0,0,0,0,0,0,0,0,35,3,31,3,2,2,1
"980",6,0,0,0,0,0,0,0,0,0,47,3,39,3,2,2,1
"981",16,0,0,0,0,0,0,0,0,0,42,2,39,2,1,1,1
"982",8,0,0,0,0,0,0,0,0,0,36,0,28,0,0,0,1
"983",11,0,0,0,0,0,0,0,0,0,29,1,25,1,1,0,1
"984",15,0,0,0,0,0,0,0,0,0,42,1,41,0,0,0,1
"985",8,0,0,0,0,0,0,0,0,0,30,1,27,1,1,1,1
"986",9,0,0,0,0,0,0,0,0,0,32,1,26,0,0,0,1
"987",11,0,0,0,0,0,0,0,0,0,50,5,44,5,4,4,1
"988",10,0,0,0,0,0,0,0,0,0,41,3,37,2,2,2,1
"989",13,0,0,0,0,0,0,0,0,0,31,1,27,1,1,1,1
"99",10,0,0,0,0,0,0,0,0,0,40,4,34,4,1,0,1
"990",9,0,0,0,0,0,0,0,0,0,36,2,31,2,0,0,1
"991",6,0,0,0,0,0,0,0,0,0,36,2,34,2,0,0,1
"992",13,0,0,0,0,0,0,0,0,0,41,4,33,3,2,2,1
"993",13,0,0,0,0,0,0,0,0,0,36,2,33,2,2,2,1
"994",12,0,0,0,0,0,0,0,0,0,44,2,39,1,1,1,1
"995",10,0,0,0,0,0,0,0,0,0,35,0,27,0,0,0,1
"996",8,0,0,0,0,0,0,0,0,0,51,1,49,1,0,0,1
"997",8,0,0,0,0,0,0,0,0,0,29,2,24,1,0,0,1
"998",5,0,0,0,0,0,0,0,0,0,41,1,38,1,1,1,1
"999",13,0,0,0,0,0,0,0,0,0,42,5,35,5,3,3,1
