"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"1277",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1278",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1279",0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"128",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,6,1
"1280",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1281",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1282",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1284",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1285",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1286",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1288",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1289",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"129",6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,6,5,13
"1290",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1291",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1292",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1293",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1294",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1295",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1296",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1297",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1298",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1299",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"13",9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,11,15
"130",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,5,1
"1300",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1301",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25
"1302",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1303",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1304",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25
"1306",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11
"1307",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1308",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1309",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"131",5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,19,0,0,0,3
"1310",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1311",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1312",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11
"1313",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1314",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1315",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1316",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1317",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1318",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1319",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"132",9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13,0,0,5,15
"1320",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1321",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1323",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1324",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1326",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1327",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1328",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1329",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"133",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,15,0,0,7,15
"1330",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7
"1332",0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"1333",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7
"1334",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7
"1335",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1336",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1337",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1338",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1339",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"134",8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,3
"1341",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1342",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1343",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1344",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1345",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1346",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1349",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"135",12,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,3
"1350",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1352",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1354",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1355",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1356",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1357",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1358",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1359",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"136",10,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,18,0,5,0,10
"1360",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1361",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1362",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1363",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1364",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1365",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1366",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,25
"1367",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1368",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1369",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7
"137",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,7,6,27
"1370",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1371",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7
"1372",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1373",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1374",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1379",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"138",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,0,0,3
"1380",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1381",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1383",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1384",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1385",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1386",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1387",0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1388",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1389",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"139",10,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,37,0,0,0,3
"1390",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1391",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8
"1392",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1396",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1397",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1398",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1399",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7
"14",11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,0,0,3
"140",8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,16
"1400",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1401",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1403",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1404",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1405",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1406",0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"1407",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1408",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1409",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18
"141",7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,0,7,8,13
"1410",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1411",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1412",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1414",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1415",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1417",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"142",8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,0,0,3
"1420",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1421",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1422",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7
"1424",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1425",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1426",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1427",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1428",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1429",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7
"143",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,14,0,8,8,27
"1430",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1431",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1432",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25
"1433",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1434",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1436",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1437",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1438",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1439",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"144",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,7,0,7,6,27
"1440",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1442",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1443",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1444",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8
"1446",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1447",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1449",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"145",9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,8,5,13
"1450",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1451",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7
"1452",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1453",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1454",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1455",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25
"1456",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1457",0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1458",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1459",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"146",8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,14,0,0,12,15
"1460",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1461",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1462",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1463",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1464",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1465",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7
"1466",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1467",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1468",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7
"1469",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"147",11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,17,0,5,6,13
"1471",0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1472",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1473",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1474",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1475",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25
"1476",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1477",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1478",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1479",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"148",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,20,0,0,0,4
"1480",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1481",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1482",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1483",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1484",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1485",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1486",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1487",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1488",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"149",6,0,0,0,0,0,0,0,0,0,0,0,0,35,7,5,33,0,0,0,29
"1490",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1491",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1492",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1493",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1494",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1495",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1496",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1498",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1499",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18
"15",8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,14,0,0,10,15
"150",14,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,22,0,0,0,3
"1500",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1501",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1502",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1503",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1504",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1505",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1506",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1507",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1508",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1509",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"151",11,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,14,0,0,7,15
"1510",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1511",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7
"1513",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1514",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1515",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1517",0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1518",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1519",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"152",7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,10,0,8,8,13
"1520",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7
"1521",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1522",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
"1523",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1525",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1526",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1527",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1528",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1529",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25
"153",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,0,4
"1530",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8
"1531",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1532",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1533",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1534",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1535",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1536",0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1537",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1539",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"154",11,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,0,6,12,13
"1540",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1541",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1542",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1543",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1544",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1545",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1546",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1547",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1548",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1549",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
