"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"155",6,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,10,0,0,13,2
"1550",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1552",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1553",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1554",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1555",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1556",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1557",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1558",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1559",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"156",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,6,10,27
"1560",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1561",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1562",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1563",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1564",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1565",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1566",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1567",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1568",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1569",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"157",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,35,0,0,0,4
"1570",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1571",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1572",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1573",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1574",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1575",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1576",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1578",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1579",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"158",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,0,8,6,27
"1580",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1581",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1582",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1584",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1585",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1586",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1587",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1588",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1589",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"159",5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,0,11,2
"1590",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1591",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1592",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1593",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1595",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1596",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1597",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1598",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1599",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,0,0,7,4
"160",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,15,0,0,11,15
"1600",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1601",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1602",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1603",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1604",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1605",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1606",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1607",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1608",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1609",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7
"161",9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,14,0,5,0,10
"1610",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1611",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1612",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1613",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1614",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1615",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1616",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1618",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1619",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"162",12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,3
"1620",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1621",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11
"1622",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1623",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8
"1624",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1626",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1629",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"163",6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,26,0,6,0,3
"1631",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1632",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1635",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1636",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1637",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1639",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"164",9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,3
"1640",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1641",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1642",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11
"1643",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1644",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1646",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1647",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1648",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7
"1649",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"165",9,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,34,0,0,0,3
"1650",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1652",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1653",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1654",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1656",0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1657",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1658",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1659",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"166",6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,22,0,0,0,3
"1660",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7
"1661",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1662",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1663",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1664",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,25
"1665",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1667",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7
"1669",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"167",5,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,27,0,0,0,3
"1670",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,18
"1671",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1672",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1673",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7
"1675",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1676",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1678",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1679",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7
"168",7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,7,7,13
"1680",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1681",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1682",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"1683",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1684",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1685",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1686",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1687",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1688",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7
"1689",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"169",5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,5,0,10
"1690",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1691",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1692",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1693",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,21
"1694",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1695",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1696",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1697",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1698",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1699",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"17",10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,11,0,10,5,13
"170",9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,12,0,0,8,15
"1700",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1701",0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"1705",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21
"1708",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1709",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8
"171",9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,19,0,0,8,15
"1711",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1713",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1714",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1715",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1716",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7
"1717",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1718",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1719",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"172",5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,13,0,0,16,2
"1720",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1722",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1723",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1724",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1725",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1726",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1727",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1728",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1729",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"173",14,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,3
"1730",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1731",0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1734",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1735",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1736",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1738",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1739",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"174",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,8,15
"1740",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1741",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1742",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7
"1743",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1744",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1745",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1746",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1747",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1748",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1749",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"175",5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,22,0,0,5,1
"1750",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1754",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1755",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1756",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1757",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1758",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1759",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"176",9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,5,15
"1760",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1761",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1762",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7
"1763",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1764",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1765",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1766",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1767",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1768",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1769",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"177",10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,17,0,0,0,3
"1770",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1771",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1772",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1773",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1777",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1778",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1779",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"178",8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,36,0,0,0,3
"1780",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1781",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1782",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1783",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1784",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1786",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1787",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1789",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"179",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,20,0,0,6,4
"1790",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1791",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1792",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1793",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1794",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1795",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7
"1796",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1797",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1799",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"18",7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,0,3
"180",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,23,0,0,0,4
"1801",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1802",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1803",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1804",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1805",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1806",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1807",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1808",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1809",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
"181",8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,3
"1810",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1811",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1813",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1814",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1819",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"182",12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,25,0,0,0,3
"1820",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1821",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1822",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7
"1823",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18
"1824",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1825",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25
"1826",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1827",0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1828",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1829",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7
"183",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10,0,7,8,27
