,a1,a1a1,a2,a2a2,a3,a3a3,a4a4,a5a5,a6a6,a7a7,a8a8,a9a9,b1b1,b2,b3,b4,b5,b5a1,b5b2,b5b5
1,11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,20,0,0,5
10,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,11,0,0,10
100,11,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,24,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,23,0,0,0
1001,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1009,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
101,5,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,31,0,0,0
1010,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1012,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,13,0,5,0
1020,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1021,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1024,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1028,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1029,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,5,7
1030,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,16,0,0,0
1040,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
105,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,0,7
1050,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,12,0,0,7
1060,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1062,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
107,14,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,0,0
1070,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,28,0,0,0
1082,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,0,8
1091,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1097,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,0,5
110,14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,10,0,0,13
1100,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,8,0,0,15
1110,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1113,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
1115,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1118,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,22,0,0,0
1121,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1128,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,0,6
1131,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1136,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,0,5
1141,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,20,0,0,0
1150,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,31,0,0,0
1161,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,10,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,33,0,0,0
1170,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1174,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
118,10,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,0,6,11
1180,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,11,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,13,0,0,9
1190,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1194,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,18,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,0,0
1200,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,11,0,0,0
1211,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1216,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,0,13
1220,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1222,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
1223,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,8,0,6,9
1230,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,6,7
1240,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1247,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,0,0,6
1250,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1259,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,14,0,7,5
1261,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,6,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,23,0,6,11
1270,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1272,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1276,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
128,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,6
1280,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,6,5
1290,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,11
130,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,5
1300,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1302,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1306,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1307,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,19,0,0,0
1310,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1313,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
